title,Created_at,thread_id,subtitle_id,Type,Comment_text,Time_to_Close,Time_to_First_Response
Eigen3 with Fallback on ros-catkin-modules,2016-01-20T10:20:07Z,350,5,answered,"Thanks for information. I'll test.
",337280.0,329359.0
Eigen3 with Fallback on ros-catkin-modules,2016-01-20T10:22:21Z,350,6,questioned,"Also I did aime major restructuring by seperating packages and msgs as
there are cyclic dependencies and causing problem with modern catkin tools.
Didn't generate pull request though, I would if I fail to find any other
better way, for now using legacy catkin_make for testing.
On Jan 20, 2016 3:48 PM, ""Jit Ray Chowdhury"" jit.ray.c@gmail.com wrote:

> I think 3.2, sorry on mobile now can't check. But you can see in CMake
> github repository, modules folder, FindEigen is missing.
> https://github.com/Kitware/CMake/tree/master/Modules
> On Jan 20, 2016 3:42 PM, ""Syohei YOSHIDA"" notifications@github.com
> wrote:
> 
> > Which CMake version did you use ?
> > 
> > —
> > Reply to this email directly or view it on GitHub
> > https://github.com/CPFL/Autoware/pull/203#issuecomment-173156943.
",337280.0,329359.0
Eigen3 with Fallback on ros-catkin-modules,2016-01-20T11:22:46Z,350,7,answered,"I confirmed this issue is reproducible with CMake3.2.

> Also I did aime major restructuring by seperating packages and msgs as there are cyclic dependencies and causing problem with modern catkin tools. Didn't generate pull request though, I would if I fail to find any other better way, for now using legacy catkin_make for testing.

Ah, we should fix cyclic dependencies.
",337280.0,329359.0
Eigen3 with Fallback on ros-catkin-modules,2016-01-20T11:53:55Z,350,8,answered,"Thanks for PR. I cherry-picked your commits and merged at #211. :+1:
",337280.0,329359.0
Publish obj label by marker,2016-01-15T16:27:48Z,358,,,,,
Fix motion planner,2016-01-15T06:09:29Z,359,,,,,
Query password by gksu,2016-01-14T11:26:22Z,360,1,questioned,"Autoware users must install `gksu` package for using this feature.

``` bash
% sudo apt-get install gksu
```
",59791.0,2558.0
Query password by gksu,2016-01-14T11:30:44Z,360,2,answered,"GNOME端末経由で実行する、という方法ならgksuパッケージは不要ですが、
gksuの方がきれいだと思います。
",59791.0,2558.0
Query password by gksu,2016-01-14T11:33:07Z,360,3,questioned,"#### Demo

![run-script](https://cloud.githubusercontent.com/assets/554281/12323364/f3698618-bafd-11e5-8f18-28f2abbaf3ee.gif)
",59791.0,2558.0
Query password by gksu,2016-01-14T11:43:15Z,360,4,answered,"Runtime Managerとroscoreを終了しても、proc_managerが残っているようにみえます。
勘違いだったらすみません。
",59791.0,2558.0
Query password by gksu,2016-01-14T11:50:56Z,360,5,questioned,"> Runtime Managerとroscoreを終了しても、proc_managerが残っているようにみえます。
> 勘違いだったらすみません。

現在対応を検討中です. とりあえず起動時に同名プロセスは全部 killするようにはしています.
`run`と同ディレクトリにある `cleanup`スクリプトでも同様のことができます.
(runtime managerの終了時に killさせようにも rootとして動いているので, そこでまたパスワード入力が必要になるなど単純にはいかないところがあります. いい方法がないか検討します.)
",59791.0,2558.0
Query password by gksu,2016-01-15T03:20:42Z,360,6,questioned,"Please report me if you have any problems about this change.
",59791.0,2558.0
"Runtime Manager, increased frame height for Map tab viewing",2016-01-14T09:12:04Z,366,,,,,
Query password by zenity,2016-01-14T08:28:32Z,367,1,questioned,"This is very dangerous. Because other people who logs in same machine can steal other user login password by watching process which sends password to `sudo` process.
",891.0,891.0
"Runtime Manager, from Rviz to RViz",2016-01-14T05:24:53Z,368,,,,,
"Runtime Manager Simulation tab, delete Clock, Sim Time checkbox",2016-01-14T04:25:18Z,369,,,,,
Fix typo,2016-01-09T05:20:55Z,370,,,,,
Enabling bayer,2016-01-06T15:18:45Z,371,1,questioned,"@syohex ,
Could you please check and merge this PR if there seems to be no problem?
Thank you very much for always helping us.
",34895.0,274.0
Enabling bayer,2016-01-07T02:26:37Z,371,2,questioned,"Thank you for merging!
",34895.0,274.0
Update AutowareRoute,2016-01-06T10:12:54Z,373,,,,,
